Gene symbol,Description,Astrocytes,Neuron,Oligodendrocyte Precursor Cell,Newly Formed Oligodendrocyte,Myelinating Oligodendrocytes,Microglia,Endothelial Cells
Rgs3,Regulator of G-protein signaling 3,2.7,1.6,1.9,8.2,13.5,8.7,28.6
Rgs4,Regulator of G-protein signaling 4,7.0,57.3,7.2,1.3,3.4,3.8,19.7
Rgs5,Regulator of G-protein signaling 5,8.6,6.0,6.7,0.5,0.6,0.5,194.4
Rgs6,Regulator of G-protein signaling 6,6.1,3.7,1.4,0.2,0.5,0.4,4.0
Rgs7,Regulator of G-protein signaling 7,46.6,10.6,15.0,3.9,1.3,0.5,0.2
Rgs7bp,Regulator of G-protein signaling 7 binding protein,3.7,15.3,8.0,1.5,0.8,1.3,0.3
Rgs8,Regulator of G-protein signaling 8,0.1,6.1,0.3,0.1,0.3,0.3,0.1
Rgs9,Regulator of G-protein signaling 9,12.0,4.4,11.9,2.5,0.4,0.3,1.2
Rgs9bp,Regulator of G protein signaling 9 binding protein,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rgsl1,Regulator of G-protein signaling like 1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhag,Rh-associated glycoprotein,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhbdd1,Rhomboid domain containing 1,4.2,1.2,4.2,4.8,3.2,4.6,8.4
Rhbdd2,Rhomboid domain containing 2,8.3,8.9,13.3,11.7,7.7,4.9,2.7
Rhbdd3,Rhomboid domain containing 3,8.6,8.0,7.1,6.7,4.5,5.1,2.2
Rhbdf1,Rhomboid 5 homolog 1 (Drosophila),51.4,5.9,22.2,12.9,3.6,13.4,34.6
Rhbdf2,Rhomboid 5 homolog 2 (Drosophila),0.3,0.3,0.7,0.1,0.2,45.6,11.2
Rhbdl1,"Rhomboid, veinlet-like 1 (Drosophila)",15.1,28.4,8.6,4.3,6.5,5.5,0.9
Rhbdl2,"Rhomboid, veinlet-like 2 (Drosophila)",2.1,0.1,0.7,8.4,1.3,0.1,4.8
Rhbdl3,"Rhomboid, veinlet-like 3 (Drosophila)",1.7,1.3,3.0,1.4,0.7,0.3,0.1
Rhbg,"Rh family, B glycoprotein",0.3,0.2,0.1,0.1,0.1,0.1,0.1
Rhcg,"Rh family, C glycoprotein",3.5,0.4,1.7,0.4,0.1,0.1,0.1
Rhd,"Rh blood group, D antigen",0.1,0.1,0.2,0.1,0.1,0.1,0.1
Rheb,Ras homolog enriched in brain,51.5,55.8,41.4,34.1,15.5,18.5,67.8
Rhebl1,Ras homolog enriched in brain like 1,1.3,5.1,2.4,1.9,0.6,0.5,3.4
Rho,"Rhodopsin (opsin 2, rod pigment) (retinitis pigmentosa 4, autosomal dominant)",0.2,0.2,0.1,0.1,0.1,0.1,0.1
Rhoa,"Ras homolog gene family, member A",66.1,46.4,109.0,156.0,176.8,183.2,266.9
Rhob,"Ras homolog gene family, member B",334.8,107.7,153.0,138.0,239.0,2170.7,519.7
Rhobtb1,Rho-related BTB domain containing 1,0.2,1.3,1.2,0.3,0.1,3.7,16.0
Rhobtb2,Rho-related BTB domain containing 2,9.8,6.5,11.0,3.7,2.2,2.5,2.2
Rhobtb3,Rho-related BTB domain containing 3,12.9,5.7,10.4,14.2,6.0,0.1,3.9
Rhoc,"Ras homolog gene family, member C",33.0,4.8,57.4,29.8,37.6,83.7,477.5
Rhod,"Ras homolog gene family, member D",0.8,0.7,0.8,0.7,0.1,0.3,29.3
Rhof,"Ras homolog gene family, member F (in filopodia)",0.4,11.1,3.2,0.9,1.2,6.0,0.3
Rhog,"Ras homolog gene family, member G (rho G)",9.9,2.2,20.6,105.8,211.5,315.7,30.6
Rhoh,"Ras homolog gene family, member H",0.1,0.1,1.3,0.1,0.1,40.1,0.1
Rhoj,"Ras homolog gene family, member J",4.0,0.8,1.6,0.5,0.4,0.4,106.2
Rhoq,"Ras homolog gene family, member Q",48.1,9.0,20.1,7.9,3.7,18.7,10.4
Rhot1,"Ras homolog gene family, member T1",17.3,12.5,14.8,16.2,9.4,7.1,20.0
Rhot2,"Ras homolog gene family, member T2",17.1,14.0,12.2,7.4,9.6,10.0,5.8
Rhou,"Ras homolog gene family, member U",4.1,3.1,3.6,16.2,34.3,0.4,0.2
Rhov,"Ras homolog gene family, member V",0.1,5.3,0.4,0.1,0.2,0.4,0.3
Rhox1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox10,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox11,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox12,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox13,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox2a,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox2b,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox2c,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox2d,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox2e,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox2f,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox2g,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox2h,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox3-ps,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox3a,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox3c,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox3e,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox3f,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox3g-ps,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox3h,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox4a,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox4b,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox4c,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox4d,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox4e,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox4f,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox4g,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox6,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox7,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox8,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhox9,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rhpn1,"Rhophilin, Rho GTPase binding protein 1",5.3,1.3,5.6,1.6,0.7,0.6,0.2
Rhpn2,"Rhophilin, Rho GTPase binding protein 2",0.4,0.6,0.6,1.4,3.0,0.1,1.0
Rian,,0.5,70.8,4.8,1.6,1.9,0.6,0.8
Ribc1,RIB43A domain with coiled-coils 1,0.3,0.1,0.2,0.1,0.2,0.1,0.3
Ribc2,RIB43A domain with coiled-coils 2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
Ric3,Resistance to inhibitors of cholinesterase 3 homolog (C. elegans),7.7,7.5,10.9,6.4,1.5,0.4,0.2
Ric8,,11.3,17.5,12.4,15.6,17.2,16.2,17.0
Ric8b,Resistance to inhibitors of cholinesterase 8 homolog B (C. elegans),9.3,12.5,9.4,6.9,3.6,1.4,8.7
Rictor,Rapamycin-insensitive companion of mTOR,10.3,6.8,7.2,21.0,2.3,1.0,9.7
Rif1,RAP1 interacting factor homolog (yeast),8.5,3.0,6.4,2.3,0.5,0.4,5.3
Riiad1,,1.3,0.4,0.4,0.1,0.2,0.3,0.2
Rilp,Rab interacting lysosomal protein,1.2,0.6,0.4,0.2,0.1,0.9,1.2
Rilpl1,Rab interacting lysosomal protein-like 1,4.6,4.0,6.8,6.3,7.9,60.1,15.4
Rilpl2,Rab interacting lysosomal protein-like 2,9.0,9.8,15.9,7.9,4.7,166.6,8.4
Rimbp2,RIMS binding protein 2,0.3,7.0,4.0,0.8,0.5,0.4,0.1
Rimbp3,RIMS binding protein 3,0.1,0.1,0.5,0.1,0.1,0.1,0.1
Rimkla,,0.8,5.3,1.9,5.2,4.9,0.1,0.1
Rimklb,,44.9,26.6,17.0,11.2,2.7,0.2,0.2
Rims1,Regulating synaptic membrane exocytosis 1,0.1,9.1,3.8,3.8,6.8,0.4,0.1
Rims2,Regulating synaptic membrane exocytosis 2,3.2,6.4,4.4,6.6,4.9,0.1,0.1
Rims3,Regulating synaptic membrane exocytosis 3,1.2,22.4,2.2,0.5,0.5,0.7,0.1
Rims4,Regulating synaptic membrane exocytosis 4,0.1,7.5,3.0,0.8,1.6,2.4,0.1
Rin1,Ras and Rab interactor 1,0.3,0.8,1.0,0.4,0.9,1.0,1.2
Rin2,Ras and Rab interactor 2,11.0,1.5,22.8,13.2,3.0,39.5,6.8
Rin3,Ras and Rab interactor 3,0.1,0.1,1.2,0.1,0.1,27.3,8.8
Ring1,Ring finger protein 1,15.6,8.6,11.7,10.4,8.6,14.1,7.0
Rinl,,0.1,0.2,0.7,3.9,0.7,7.9,2.5
Rint1,RAD50 interactor 1,4.6,3.0,3.3,3.4,2.2,1.0,3.4
Riok1,RIO kinase 1 (yeast),7.3,5.0,4.8,3.4,1.4,2.3,7.2
Riok2,RIO kinase 2 (yeast),6.4,4.1,4.8,3.8,1.8,1.7,5.2
Riok3,RIO kinase 3 (yeast),20.2,14.6,16.0,18.2,10.3,9.1,23.3
Ripk1,Receptor (TNFRSF)-interacting serine-threonine kinase 1,6.2,2.2,3.0,1.7,0.5,5.3,17.9
Ripk2,Receptor-interacting serine-threonine kinase 2,2.5,5.2,3.0,1.5,0.6,8.6,7.1
Ripk3,Receptor-interacting serine-threonine kinase 3,0.2,0.1,0.3,0.1,0.1,6.1,1.4
Ripk4,Receptor-interacting serine-threonine kinase 4,0.1,13.3,0.1,0.1,0.1,0.1,0.1
Ripply1,Ripply1 homolog (zebrafish),0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ripply2,Ripply2 homolog (zebrafish),0.1,0.8,3.0,0.3,0.1,0.2,0.1
Ripply3,,0.1,0.1,0.1,0.1,0.1,0.1,2.3
Rit1,Ras-like without CAAX 1,8.7,9.1,13.7,11.3,9.2,14.2,13.6
Rit2,Ras-like without CAAX 2,0.7,49.8,15.1,3.7,1.5,0.6,0.5
Rlbp1,Retinaldehyde binding protein 1,36.2,9.1,153.9,24.8,1.1,0.7,0.4
Rlf,Rearranged L-myc fusion,9.1,8.2,6.4,4.3,1.0,2.0,7.4
Rlim,,11.4,9.8,7.8,5.4,1.7,5.0,15.2
Rln1,Relaxin 1,3.6,2.7,1.3,0.4,0.2,0.1,0.1
Rln3,Relaxin 3,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rltpr,"RGD, leucine-rich repeat, tropomodulin and proline-rich containing protein",0.4,7.8,1.4,0.6,2.0,2.3,0.7
Rmi1,"RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae)",5.0,2.8,4.7,3.5,1.8,1.4,2.1
Rmnd1,Required for meiotic nuclear division 1 homolog (S. cerevisiae),6.2,1.2,3.0,2.6,1.1,1.5,0.7
Rmnd5a,Required for meiotic nuclear division 5 homolog A (S. cerevisiae),15.2,19.2,14.7,15.1,6.0,5.4,15.0
Rmnd5b,Required for meiotic nuclear division 5 homolog B (S. cerevisiae),15.6,11.5,12.9,9.5,6.1,9.7,38.4
Rmrp,,10.2,14.2,0.3,0.2,0.2,2.2,1.0
Rmst,Rhabdomyosarcoma 2 associated transcript (non-protein coding),0.8,0.3,0.1,0.1,0.1,0.1,0.1
Rn4.5s,,4.8,5.8,15.9,11.9,6.0,30.6,8.9
Rnase1,"Ribonuclease, RNase A family, 1 (pancreatic)",0.8,0.2,0.1,0.1,0.1,0.1,0.7
Rnase10,"Ribonuclease, RNase A family, 10 (non-active)",0.4,0.1,0.3,0.1,0.1,4.8,0.1
Rnase11,"Ribonuclease, RNase A family, 11 (non-active)",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rnase12,"Ribonuclease, RNase A family, 12 (non-active)",0.1,0.1,0.1,0.1,0.1,0.6,0.1
Rnase13,"Ribonuclease, RNase A family, 13 (non-active)",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rnase4,,1.0,1.8,34.6,2.5,5.0,334.9,2.5
Rnase6,"Ribonuclease, RNase A family, k6",0.1,0.1,0.2,0.1,0.1,0.9,0.1
Rnase9,"Ribonuclease, RNase A family, 9 (non-active)",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rnaseh1,Ribonuclease H1,5.3,2.5,4.7,5.1,4.2,2.6,3.4
Rnaseh2a,"Ribonuclease H2, subunit A",2.4,3.8,5.9,3.2,3.3,4.6,3.9
Rnaseh2b,"Ribonuclease H2, subunit B",4.9,4.6,10.5,11.8,7.8,2.8,6.3
Rnaseh2c,"Ribonuclease H2, subunit C",4.1,6.6,10.3,11.1,15.5,24.0,48.2
Rnasek,,33.9,122.6,103.2,149.9,194.6,214.8,100.7
Rnasel,"Ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)",0.1,1.0,0.1,0.2,0.1,0.6,0.1
Rnaset2b,,35.4,9.8,55.1,24.0,15.2,357.0,143.7
Rnd1,Rho family GTPase 1,4.1,5.5,5.1,1.0,0.5,3.1,7.0
Rnd2,Rho family GTPase 2,28.7,43.6,53.6,438.5,215.7,6.1,6.6
Rnd3,Rho family GTPase 3,6.5,12.4,3.4,1.8,0.3,0.2,4.7
Rnf10,Ring finger protein 10,26.8,54.6,60.5,52.7,46.1,50.0,56.3
Rnf103,Ring finger protein 103,16.2,17.8,13.3,10.4,7.0,4.6,11.1
Rnf11,Ring finger protein 11,25.1,82.5,42.9,37.5,31.1,13.6,48.4
Rnf111,Ring finger protein 111,9.2,8.5,7.0,6.2,1.9,4.8,7.8
Rnf112,,0.3,23.0,9.6,11.1,13.5,4.3,0.3
Rnf113a1,,1.4,3.1,3.1,2.0,1.3,0.6,0.9
Rnf113a2,,9.3,6.0,5.0,3.1,2.4,3.3,5.9
Rnf114,,6.9,15.3,14.5,12.0,12.4,46.3,20.1
Rnf115,,14.1,12.1,16.6,13.1,6.4,9.7,20.2
Rnf121,Ring finger protein 121,14.2,9.3,19.3,12.0,7.1,10.7,15.4
Rnf122,Ring finger protein 122,13.7,3.9,13.9,70.1,28.8,5.5,9.1
Rnf123,Ring finger protein 123,12.0,11.7,11.2,10.4,6.6,9.0,6.2
Rnf125,Ring finger protein 125,0.3,0.1,0.2,0.1,0.1,0.2,18.4
Rnf126,Ring finger protein 126,10.7,24.4,15.6,16.6,12.6,15.6,12.8
Rnf128,Ring finger protein 128,1.3,2.1,6.2,12.3,0.9,2.4,0.2
Rnf13,Ring finger protein 13,45.6,20.7,54.3,124.8,180.8,35.9,24.9
Rnf130,Ring finger protein 130,21.5,18.4,28.9,55.2,104.8,102.3,45.8
Rnf133,Ring finger protein 133,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rnf135,Ring finger protein 135,1.8,0.7,1.5,1.7,4.9,8.0,2.7
Rnf138,Ring finger protein 138,13.2,10.5,11.4,9.0,4.0,3.2,16.9
Rnf139,Ring finger protein 139,17.4,7.6,14.0,10.3,6.6,5.5,13.5
Rnf14,Ring finger protein 14,26.0,76.8,33.0,38.1,29.3,11.2,30.2
Rnf141,Ring finger protein 141,5.6,7.2,10.5,14.4,13.4,3.0,5.5
Rnf144a,Ring finger protein 144A,15.0,5.2,27.3,30.5,12.1,0.3,8.2
Rnf144b,Ring finger 144B,2.1,0.9,11.2,7.6,0.4,10.7,45.0
Rnf145,Ring finger protein 145,23.6,21.3,32.8,29.2,19.1,24.0,8.0
Rnf146,Ring finger protein 146,11.1,12.8,11.6,11.0,5.8,3.4,15.5
Rnf148,Ring finger protein 148,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rnf149,Ring finger protein 149,12.9,12.3,7.5,8.2,4.8,10.5,12.4
Rnf150,Ring finger protein 150,0.1,1.7,2.0,0.6,0.1,0.4,0.1
Rnf151,Ring finger protein 151,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rnf152,Ring finger protein 152,0.2,6.9,1.6,0.4,0.1,0.1,0.3
Rnf157,Ring finger protein 157,3.8,20.3,12.1,7.1,7.5,5.7,0.2
Rnf165,Ring finger protein 165,0.2,6.9,2.8,0.8,0.4,0.4,0.2
Rnf166,Ring finger protein 166,8.0,7.1,9.9,4.8,2.8,32.7,10.4
Rnf167,Ring finger protein 167,20.5,19.0,28.1,23.8,26.5,57.7,19.7
Rnf168,Ring finger protein 168,3.6,3.6,5.0,3.4,2.8,1.0,5.3
Rnf169,Ring finger protein 169,3.7,3.0,2.2,1.0,0.3,3.3,2.6
Rnf17,Ring finger protein 17,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rnf170,Ring finger protein 170,6.4,4.0,4.9,3.8,1.0,0.7,3.1
Rnf180,Ring finger protein 180,16.8,3.5,11.1,1.9,0.2,5.0,0.1
Rnf181,Ring finger protein 181,14.3,27.9,31.4,44.3,57.6,17.2,18.4
Rnf182,Ring finger protein 182,8.9,4.7,5.4,1.1,0.3,0.1,0.1
Rnf183,Ring finger protein 183,0.1,0.1,0.1,0.1,0.1,0.1,1.1
Rnf185,Ring finger protein 185,10.6,8.8,9.9,10.2,4.6,14.0,25.6
Rnf186,Ring finger protein 186,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rnf187,Ring finger protein 187,26.2,157.2,99.7,86.6,91.3,78.4,55.8
Rnf19a,Ring finger protein 19A,8.0,7.8,7.1,6.6,3.1,2.7,36.0
Rnf19b,Ring finger protein 19B,8.0,21.0,18.7,8.3,3.1,120.4,9.5
Rnf2,Ring finger protein 2,11.4,11.7,10.5,6.2,1.6,17.6,27.3
Rnf20,Ring finger protein 20,18.7,10.7,15.1,12.7,7.8,5.0,13.7
Rnf207,,0.1,0.2,0.1,0.1,0.1,0.1,0.1
Rnf208,Ring finger protein 208,2.6,35.4,23.0,27.2,22.7,4.5,0.3
Rnf214,Ring finger protein 214,9.3,14.3,7.8,11.9,6.4,3.0,5.3
Rnf215,Ring finger protein 215,88.5,13.0,12.0,4.8,3.6,17.2,21.2
Rnf216,Ring finger protein 216,9.6,8.5,15.0,6.8,3.5,9.0,11.6
Rnf217,Ring finger protein 217,5.2,7.5,4.2,2.1,0.3,0.2,2.8
Rnf219,,1.6,1.4,3.5,1.3,0.3,0.4,0.6
Rnf220,,7.3,21.7,18.1,32.0,52.6,19.6,13.7
Rnf222,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rnf24,Ring finger protein 24,24.3,10.3,8.6,6.1,1.6,1.4,1.4
Rnf25,Ring finger protein 25,9.1,11.8,12.0,6.4,4.6,10.5,7.6
Rnf26,Ring finger protein 26,6.2,6.9,16.4,7.8,5.3,6.3,4.6
Rnf31,Ring finger protein 31,7.6,6.8,4.7,4.2,3.0,8.0,5.6
Rnf32,Ring finger protein 32,2.6,3.4,3.7,2.7,3.0,0.3,0.6
Rnf34,Ring finger protein 34,10.6,11.4,15.1,18.5,20.3,8.6,6.3
Rnf38,Ring finger protein 38,10.8,17.9,8.3,7.9,2.6,3.7,10.3
Rnf39,Ring finger protein 39,0.1,0.7,0.4,0.1,0.1,0.1,0.2
Rnf4,Ring finger protein 4,26.9,24.1,29.9,29.6,15.5,19.0,27.9
Rnf40,Ring finger protein 40,14.3,11.2,12.9,9.4,6.2,13.5,10.9
Rnf41,Ring finger protein 41,7.6,12.4,7.6,5.7,4.9,15.5,7.1
Rnf43,Ring finger protein 43,0.4,0.3,17.6,6.0,0.9,0.1,0.1
Rnf44,Ring finger protein 44,18.6,30.7,20.6,28.7,18.1,23.7,16.9
Rnf5,Ring finger protein 5,19.2,24.7,36.8,44.5,56.2,19.8,3.4
Rnf6,Ring finger protein (C3H2C3 type) 6,8.2,7.2,3.7,2.2,0.6,2.5,6.5
Rnf7,Ring finger protein 7,18.8,28.3,38.2,60.9,78.5,42.1,55.5
Rnf8,Ring finger protein 8,9.7,9.2,6.7,4.8,2.7,3.3,5.4
Rnft1,,8.2,2.0,6.1,2.0,0.5,2.0,4.2
Rnft2,,11.7,14.2,14.3,11.8,5.0,0.8,0.4
Rngtt,RNA guanylyltransferase and 5'-phosphatase,4.5,5.0,4.6,4.5,2.4,2.2,4.3
Rnh1,Ribonuclease/angiogenin inhibitor 1,22.0,16.8,22.4,17.4,15.6,100.5,43.8
Rnls,,1.0,0.7,2.0,3.4,3.2,2.3,1.0
Rnmt,RNA (guanine-7-) methyltransferase,6.0,8.8,6.3,4.8,1.7,2.2,4.0
Rnmtl1,RNA methyltransferase like 1,2.6,3.8,3.4,1.4,1.0,1.8,1.3
Rnpc3,"RNA-binding region (RNP1, RRM) containing 3",9.9,21.6,8.0,5.3,1.6,0.8,5.5
Rnpep,Arginyl aminopeptidase (aminopeptidase B),13.4,9.9,17.5,18.4,12.3,44.1,43.0
Rnpepl1,Arginyl aminopeptidase (aminopeptidase B)-like 1,11.4,9.0,20.6,39.6,42.7,26.2,13.6
Rnps1,"RNA binding protein S1, serine-rich domain",4.7,13.5,9.0,6.6,3.0,2.7,4.5
Rnu11,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rnu12,"RNA, U12 small nuclear",1.9,0.7,0.6,0.1,0.1,2.1,1.1
Rnu73b,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Robo1,"Roundabout, axon guidance receptor, homolog 1 (Drosophila)",2.4,11.0,11.7,2.8,0.3,0.1,0.4
Robo2,"Roundabout, axon guidance receptor, homolog 2 (Drosophila)",1.3,35.4,1.2,0.9,0.4,0.1,0.1
Robo3,"Roundabout, axon guidance receptor, homolog 3 (Drosophila)",0.1,0.7,0.2,0.1,0.2,1.0,0.1
Robo4,"Roundabout homolog 4, magic roundabout (Drosophila)",0.8,0.6,0.3,0.1,0.1,0.4,82.7
Rock1,"Rho-associated, coiled-coil containing protein kinase 1",9.7,5.1,7.2,5.7,2.2,1.1,11.6
Rock2,"Rho-associated, coiled-coil containing protein kinase 2",9.5,8.2,9.2,4.1,1.9,3.0,16.7
Rod1,ROD1 regulator of differentiation 1 (S. pombe),4.2,4.1,14.9,6.8,1.7,10.5,32.1
Rogdi,Rogdi homolog (Drosophila),8.5,23.8,26.7,21.2,19.3,123.7,8.1
Rom1,Retinal outer segment membrane protein 1,2.6,1.1,1.5,1.3,3.8,1.1,2.5
Romo1,,15.7,38.7,34.9,33.3,34.3,30.8,47.4
Ropn1,"Ropporin, rhophilin associated protein 1",0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ropn1l,Ropporin 1-like,1.0,0.2,1.0,0.4,1.2,1.7,1.5
Ror1,Receptor tyrosine kinase-like orphan receptor 1,0.3,0.1,1.1,0.2,0.1,0.1,1.6
Ror2,Receptor tyrosine kinase-like orphan receptor 2,1.4,0.5,0.6,0.1,0.1,0.1,0.2
Rora,RAR-related orphan receptor A,9.3,1.4,2.5,1.6,0.2,0.3,8.0
Rorb,RAR-related orphan receptor B,9.9,0.6,1.5,0.3,0.1,0.1,0.1
Rorc,RAR-related orphan receptor C,0.2,0.1,0.1,0.1,0.1,0.2,0.1
Ros1,V-ros UR2 sarcoma virus oncogene homolog 1 (avian),0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rp1,Retinitis pigmentosa 1 (autosomal dominant),0.1,0.1,0.1,0.1,0.1,0.1,0.2
Rp1l1,Retinitis pigmentosa 1-like 1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rp2h,,5.9,3.0,7.5,2.5,1.1,3.8,3.0
Rp9,Retinitis pigmentosa 9 (autosomal dominant),5.5,19.1,9.7,8.6,8.7,14.2,18.5
Rpa1,"Replication protein A1, 70kDa",17.4,7.4,16.4,10.1,11.2,8.4,10.8
Rpa2,"Replication protein A2, 32kDa",4.8,3.9,11.3,4.0,3.0,5.2,7.3
Rpa3,"Replication protein A3, 14kDa",4.0,2.7,6.6,4.5,3.9,1.6,11.0
Rpain,RPA interacting protein,9.5,5.0,7.7,4.7,3.5,8.0,10.5
Rpap1,RNA polymerase II associated protein 1,6.4,3.9,7.5,6.2,3.8,4.1,4.1
Rpap2,RNA polymerase II associated protein 2,5.2,2.8,3.6,3.6,3.0,1.1,4.7
Rpap3,RNA polymerase II associated protein 3,4.6,4.7,6.3,3.2,1.0,1.0,18.7
Rpe,Ribulose-5-phosphate-3-epimerase,6.6,6.0,12.5,13.0,4.9,3.2,8.9
Rpe65,Retinal pigment epithelium-specific protein 65kDa,0.3,0.1,0.1,0.1,0.1,0.1,0.1
Rpf1,,7.6,7.9,6.3,3.1,1.7,3.2,14.5
Rpf2,,3.3,3.4,3.7,3.2,1.6,0.8,2.4
Rpgr,Retinitis pigmentosa GTPase regulator,4.2,5.1,1.8,1.3,0.6,0.2,0.9
Rpgrip1,Retinitis pigmentosa GTPase regulator interacting protein 1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rpgrip1l,RPGRIP1-like,2.6,2.4,1.7,1.3,0.5,0.3,0.7
Rph3a,Rabphilin 3A homolog (mouse),0.2,21.0,9.1,5.1,18.1,4.7,0.3
Rph3al,Rabphilin 3A-like (without C2 domains),0.1,0.4,0.2,0.2,0.1,0.1,4.7
Rpia,Ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase),5.6,4.9,5.7,4.2,2.0,8.9,3.9
Rpl10,Ribosomal protein L10,0.4,0.3,0.5,0.1,0.1,2.2,0.6
Rpl10a,Ribosomal protein L10a,14.9,19.6,32.2,23.5,11.9,76.7,76.4
Rpl10l,Ribosomal protein L10-like,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Rpl11,Ribosomal protein L11,7.2,14.3,28.2,24.8,21.0,54.8,51.9
Rpl12,Ribosomal protein L12,0.8,1.0,0.4,0.6,0.2,1.1,1.1
Rpl13,Ribosomal protein L13,2.6,6.3,20.9,7.9,5.8,22.4,20.2
Rpl13a,Ribosomal protein L13a,21.1,46.6,65.1,55.9,61.2,234.9,253.7
Rpl14,Ribosomal protein L14,14.9,32.7,43.1,42.9,45.6,105.9,132.8
Rpl15,Ribosomal protein L15,23.1,76.1,78.1,63.1,56.5,154.6,224.8
Rpl17,Ribosomal protein L17,0.5,0.5,0.3,0.2,0.2,0.3,2.6
Rpl18,Ribosomal protein L18,10.5,16.6,33.2,27.6,26.1,70.7,65.8
Rpl18a,Ribosomal protein L18a,0.3,1.3,1.7,0.9,0.8,1.9,1.5
Rpl19,Ribosomal protein L19,3.6,6.8,11.7,11.6,11.5,28.0,8.1
Rpl21,Ribosomal protein L21,2.7,2.2,5.1,3.9,4.4,15.0,20.1
Rpl22,Ribosomal protein L22,15.5,42.6,52.3,44.1,33.3,41.8,90.1
Rpl22l1,Ribosomal protein L22-like 1,13.1,15.2,8.2,7.7,4.3,8.9,44.0
Rpl23,Ribosomal protein L23,0.7,2.6,2.6,1.9,1.8,2.8,10.4
Rpl23a,Ribosomal protein L23a,1.3,1.4,1.3,1.0,0.8,1.6,5.1
Rpl24,Ribosomal protein L24,2.2,3.9,5.7,4.4,5.5,9.9,15.3
Rpl26,Ribosomal protein L26,1.8,1.6,12.3,8.7,3.7,5.6,3.6
Rpl27,Ribosomal protein L27,3.9,8.5,14.2,11.1,7.3,19.2,35.4
Rpl27a,Ribosomal protein L27a,3.3,10.2,14.3,12.8,9.3,20.6,31.3
Rpl28,Ribosomal protein L28,5.4,8.2,12.9,13.0,17.0,44.4,47.7
Rpl29,Ribosomal protein L29,6.9,23.1,26.9,24.1,26.8,57.2,59.4
Rpl3,Ribosomal protein L3,7.9,16.4,21.1,19.4,17.4,55.9,0.2
Rpl30,Ribosomal protein L30,3.7,8.0,9.7,10.3,7.4,27.0,4.3
