,MouseGene Symbol,Mouse.7Description,X.8Myeloid Activation (Fine),X.9Myeloid Activation (Coarse),X.10Immune-Specific,adjP-PS2APP,lfc-PS2APP,adjP-7-13months-1,lfc-7-13months-1,adjP-7-13months-2,lfc-7-13months-2,adjP-WT-5xFAD,lfc-WT-5xFAD,adjP-Trem2KO-5xFAD,lfc-Trem2KO-5xFAD,adjP-Trem2KOvWT,lfc-Trem2KOvWT,adjP-Trem2KOvWT-5xFAD,lfc-Trem2KOvWT-5xFAD,adjP-APPswe/PS1dE9,lfc-APPswe/PS1dE9,adjP-hMAPT-P301L,lfc-hMAPT-P301L,adjP-X6.2hMAPT-P301S,lfc-X6.2hMAPT-P301S,adjP-hSOD1-G93A-d65,lfc-hSOD1-G93A-d65,adjP-hSOD1-G93A-d100,lfc-hSOD1-G93A-d100,adjP-2MFP2ko,lfc-2MFP2ko,adjP-transischemia,lfc-transischemia,adjP-4wkcuprizoneWT,lfc-4wkcuprizoneWT,adjP-12wkcuprizoneWT,lfc-12wkcuprizoneWT,adjP-4wkcuprizoneTrem2KO,lfc-4wkcuprizoneTrem2KO,adjP-12wkcuprizoneTrem2KO,lfc-12wkcuprizoneTrem2KO,adjP-LPS,lfc-LPS,adjP-LPSmogene,lfc-LPSmogene,adjP-LCMV,lfc-LCMV,adjP-GBM,lfc-GBM,adjP-GBM-CSF1Rblock,lfc-GBM-CSF1Rblock,adjP-repop-MG,lfc-repop-MG,adjP-infiltrating-MG,lfc-infiltrating-MG,adjP-22Mvs4-12M-Cb,lfc-22Mvs4-12M-Cb,adjP-22Mvs4-12M-Ctx,lfc-22Mvs4-12M-Ctx,adjP-22Mvs4-12M-Hp,lfc-22Mvs4-12M-Hp,adjP-22Mvs4-12M-Str,lfc-22Mvs4-12M-Str,adjP-PS2APP-13months,lfc-PS2APP-13months,adjP- SOD1G93A-D28,lfc- SOD1G93A-D28,adjP- SOD1G93A-D42,lfc- SOD1G93A-D42,adjP- SOD1G93A-D56,lfc- SOD1G93A-D56,adjP- SOD1G93A-D70,lfc- SOD1G93A-D70,adjP- SOD1G93A-D98,lfc- SOD1G93A-D98,adjP- SOD1G93A-D112,lfc- SOD1G93A-D112,adjP- SOD1G93A-D126,lfc- SOD1G93A-D126,adjP-AD-fusiform,lfc-AD-fusiform,adjP-AD-temp,lfc-AD-temp,adjP-ALS,lfc-ALS,adjP-ALS-MN,lfc-ALS-MN,adjP-FTDprogranulin,lfc-FTDprogranulin,adjP-HD,lfc-HD
684,Rhobtb1,Rho-related BTB domain containing 1,2,,,0.9558,-0.04352,0.9992,-0.2029,0.5935,-0.2189,0.3516,-1.181,0.8229,-0.7342,0.9991,0.05106,0.8353,0.4983,0.005103,-0.1977,0.7657,0.3268,0.03056,-1.668,0.1178,-0.5545,0.0001711,-1.304,0.05334,-1.287,0.0364,-1.841,0.9606,-0.95,0.6517,-1.215,0.9653,0.8092,0.7011,1.381,3.90E-21,-2.803,0.03991,-4.329,0.5588,-0.7379,0.004197,-2.701,,,0.5225,-0.3104,0.00000087,-1.633,0.1026,-0.5438,0.1223,-0.3294,0.1464,-0.3274,0.1208,-0.3578,0.1814,0.2763,0.5607,0.1521,0.8779,-0.07072,0.8494,0.07601,0.8814,0.1013,0.8053,-0.07629,0.9844,-0.002786,0.3015,-0.1446,0.7881,0.03194,0.0135,-0.2693,0.9519,0.2425,0.5386,1.343,0.2103,0.3957,0.000001221,0.3709
685,Bst2,bone marrow stromal cell antigen 2,15,,,0.6953,0.3285,0.9992,0.1992,0.9324,0.1038,0.07665,0.9167,0.2643,0.6522,0.9991,-0.2074,0.3528,-0.4718,0.00003697,0.6043,0.9161,-0.1755,0.3429,1.448,0.08059,1.667,0.3088,1.129,0.1027,1.011,0.1033,1.021,0.895,0.7634,0.7934,-0.3632,0.9892,0.3778,0.6943,-0.5648,1.46E-08,2.98,0.04282,2.88,0.0001538,2.791,0.00317,2.71,0.2012,-0.6619,0.1601,1.145,2.63E-07,1.652,0.005767,0.7502,0.005811,0.5187,0.005014,0.5946,0.02133,0.4974,0.0004226,1.147,0.5448,0.1907,0.5282,-0.2278,0.9981,-0.0009956,0.7709,0.1889,0.2292,0.4789,0.01628,0.8061,0.0475,0.7541,,,,,,,,,,,,
686,Hilpda,hypoxia inducible lipid droplet associated,23,,,0.9835,-0.05094,1,0,1,0,0.8704,0.5234,0.9828,0.09639,0.9991,0.3584,0.9848,-0.06857,0.00001814,2.178,1,0,1,0,0.008489,1.492,0.0001676,2.296,0.9193,-0.1211,0.3083,0.8436,0.7442,-1.726,0.8475,0.5775,0.9922,0.4334,0.4313,1.462,0.02503,2.319,0.1702,1.332,0.4105,-1.025,0.001433,2.653,0.005344,-1.095,0.4993,-0.4772,0.01104,-0.6801,0.2415,0.5548,0.8217,0.08303,0.7821,0.1005,0.5646,0.1939,0.3251,-0.2098,0.9272,0.02754,0.8596,-0.05539,0.9849,0.009962,0.8657,-0.09381,0.783,-0.075,0.9929,-0.001503,0.1058,-0.2577,0.6447,0.1187,0.5349,0.1125,0.8836,0.665,0.5748,1.097,0.6032,-0.5086,0.1502,0.3528
687,Tmbim1,transmembrane BAX inhibitor motif containing 1,23,,,0.9333,0.07671,0.9992,0.0336,0.5137,-0.3626,0.08558,1.671,0.9877,0.05975,0.95,0.8364,0.477,-0.7751,0.000008787,0.7087,0.8026,-0.2984,0.9035,0.1587,0.02992,0.8741,4.86E-07,2.063,0.4543,1.051,0.06054,1.327,0.9988,-0.1487,0.3867,1.73,0.9992,-0.345,0.4313,1.732,2.81E-07,1.509,0.2978,-2.089,0.6731,-0.8502,0.0051,1.282,0.7069,0.08885,0.8928,0.09192,0.00005942,0.7125,0.1792,0.2075,0.5219,0.127,0.6937,0.07396,0.9192,0.0368,0.6803,0.04923,0.2504,0.3129,0.9632,0.01743,0.7209,-0.139,0.8272,0.1416,0.1616,0.2571,0.0007343,0.8255,0.0006027,1.018,0.6135,0.07825,0.0006791,0.37,0.5594,1.027,0.09639,1.527,0.8231,0.1095,,
688,Smap2,small ArfGAP 2,9,,,0.6335,-0.1855,0.9992,0.1671,0.7343,-0.1255,0.7724,-0.3151,0.4686,-0.5388,0.9991,-0.1989,0.6062,-0.4226,0.3003,-0.08795,0.9213,-0.1028,0.946,-0.0493,0.4862,-0.2745,0.02317,-0.5425,0.06999,-0.8278,0.2239,-1.053,0.9993,-0.09869,0.5383,-0.8239,0.9992,-0.1167,0.4916,-0.9836,2.99E-09,-2.172,0.04235,-2.749,0.9961,0.009196,0.001954,-1.488,0.03864,0.6176,0.425,-0.3931,1.05E-09,-2.109,0.6797,-0.1177,0.28,-0.1598,0.853,-0.03929,0.721,-0.09715,0.9725,-0.005454,0.9108,-0.06,0.7973,-0.08501,0.3657,-0.4626,0.957,-0.07438,0.8974,0.02765,0.3516,-0.1642,0.6303,-0.1215,0.008031,-0.25,3.40E-08,-0.4082,0.9531,0.2493,0.9094,0.1582,,,0.000001453,-0.4158
689,Mcm10,minichromosome maintenance deficient 10 (S. cerevisiae),26,Proliferation,,1,0,1,0,1,0,0.9533,-0.2168,0.7999,0.6808,0.9991,-0.5005,0.8846,0.3971,0.7975,0.05457,1,0,1,0,1,0,0.8416,0.2385,0.4835,-0.8523,0.04894,2.808,0.9764,0.623,0.9147,0.3729,0.9036,-0.9667,0.4803,-2.014,1,0,0.6836,0.9316,0.001589,3.593,0.001372,4.015,0.03334,-0.8678,1,0,0.000001048,3.99,0.5267,0.1946,0.7408,-0.1181,0.8277,0.0757,0.5339,0.2701,0.7881,-0.1338,0.8002,-0.09658,0.6661,0.1651,0.8701,0.1022,0.4508,0.4025,0.6705,-0.1419,0.1114,-0.2231,0.319,-0.2236,1,0,0.06144,0.1662,0.9229,-0.3933,0.9941,0.01017,0.2404,-0.1367,0.9554,0.003363
690,Metrn,"meteorin, glial cell differentiation regulator",15,,,0.5838,-0.6997,0.9992,0.1788,0.8862,0.1774,0.6384,1.3,0.8085,0.9966,0.9991,0.5309,0.9411,0.2277,0.003243,0.42,1,0,1,0,1,0,0.02142,2.015,0.7745,-0.3392,0.1044,1.038,0.8319,0.8978,0.4779,2.522,0.9992,0.326,0.5808,0.7423,0.9998,0.0003541,0.2406,1.608,0.7031,0.7101,0.07502,-0.937,0.01324,-0.8034,0.8616,0.1003,0.00002393,1.361,0.888,-0.1254,0.6194,0.2765,0.6508,-0.2566,0.9821,-0.01866,0.1058,-0.3011,0.1644,0.4885,0.9352,-0.03735,0.445,-0.4664,0.7549,0.2432,0.9884,-0.005323,0.1533,0.2129,0.3634,0.1541,0.2181,0.2011,0.00005402,0.4036,0.9806,0.1332,0.6532,-0.3195,0.1148,0.5478,0.959,0.005333
691,Sash1,SAM and SH3 domain containing 1,44,"Neutrophil, Monocyte",,0.9728,-0.06584,0.9992,-0.415,0.6174,0.4567,0.7057,1.391,0.7918,-1.036,0.9991,0.6861,0.4528,-1.741,0.04786,-0.2859,0.9978,-0.008768,0.7731,-0.5558,0.003212,1.57,0.2721,0.7365,0.1078,1.792,0.4089,-1.352,0.9374,0.689,0.4113,1.4,0.9992,0.03069,0.6708,-1.416,4.77E-07,2.415,0.03289,3.713,0.7251,1.054,0.002216,1.963,0.3606,0.2989,0.06492,1.968,3.74E-09,4.387,0.7104,0.1267,0.6643,-0.1244,0.01986,-0.5727,0.4675,-0.2949,0.4429,0.1367,0.3973,-0.2386,0.6332,-0.1158,0.6976,-0.1553,0.8652,-0.1074,0.514,0.1533,0.007583,0.4867,0.001077,0.9069,0.00002053,0.4966,7.25E-15,0.6486,0.9878,0.08827,0.1228,1.697,0.01295,1.244,0.00002171,0.3872
692,Smc4,structural maintenance of chromosomes 4,26,Proliferation,,0.9079,-0.1341,0.9992,0.235,0.9577,0.06013,0.9993,0.004153,0.5326,-1.081,0.7561,1.847,0.6704,0.7627,0.2608,0.2471,0.9593,0.0761,0.9426,0.08938,0.02766,0.7303,0.8874,-0.0819,0.7908,0.3972,0.904,0.3464,0.9764,0.7973,0.829,0.3849,0.7879,1.315,0.4283,2.663,0.5415,0.2983,0.9433,-0.1187,0.00002153,3.282,0.006627,2.748,0.009236,-1.307,0.1933,1.312,5.97E-09,4.168,0.8134,0.07831,0.8016,0.1148,0.1994,-0.4089,0.8838,0.06435,0.566,0.1392,0.2182,-0.4906,0.2662,-0.7261,0.6991,-0.2658,0.861,-0.1558,0.9997,0.0002301,0.06761,0.4341,0.03267,0.3231,0.01613,0.2387,0.04257,-0.2312,,,,,0.1643,0.4602,0.001665,0.1445
693,Spdl1,spindle apparatus coiled-coil protein 1,26,Proliferation,,0.1285,1.296,0.9992,-0.4299,1,0,0.9515,0.1349,0.7955,0.2617,0.9991,-0.2878,0.9204,-0.161,0.9561,0.01036,1,0,1,0,0.4789,0.7634,0.008002,1.579,0.7979,0.185,0.01963,1.802,0.9804,0.3026,0.4729,0.9984,0.9992,0.2581,0.6505,0.6675,1,0,0.3237,2.014,0.0004349,4.07,0.1591,0.3732,0.004865,-0.8305,1,0,0.00004211,3.117,0.7627,0.1427,0.7317,0.1375,0.1278,0.4162,0.1122,0.5127,0.4225,-0.4644,0.5033,0.1958,0.9331,0.02944,0.9617,-0.02142,0.8649,0.1422,0.9595,0.01174,0.8739,0.02417,0.2538,0.1428,0.2884,0.09785,0.01038,-0.1205,0.8703,0.8143,0.9813,0.07282,0.5558,0.1335,0.3526,-0.03798
694,Inf2,"inverted formin, FH2 and WH2 domain containing",25,Neurodegeneration-Related,,0.06404,1.11,0.6,0.6201,0.001244,1.741,0.003864,3.071,0.611,1.403,0.9991,0.3143,0.3732,-1.353,8.23E-07,1.733,0.9798,-0.06353,0.2268,1.975,0.004013,1.758,4.50E-08,2.484,0.07133,2.429,0.03403,2.008,0.7441,2.644,0.3853,6.13,0.9754,-0.6113,0.4283,2.883,0.00926,2.255,0.5234,2.191,0.5883,1.749,0.01616,1.866,,,0.3753,0.786,0.0000349,1.906,0.008097,1.162,0.2518,0.4741,0.5319,0.2318,0.6446,0.2952,0.4164,-0.2342,0.7972,0.07436,0.5067,0.1574,0.4842,-0.3565,0.7203,-0.2057,0.5692,0.1405,0.01418,0.499,0.02923,0.5249,0.02551,0.3115,0.003197,0.22,0.7093,1.186,0.5139,0.7339,0.6447,0.1211,0.04367,-0.1277
695,Atad2,"ATPase family, AAA domain containing 2",26,Proliferation,,0.08668,0.5836,0.9992,0.08237,0.8303,0.1576,0.2311,2.041,0.9781,0.2494,0.9991,0.5552,0.647,-1.237,0.7384,0.04536,0.5507,0.6298,0.671,0.4262,0.8401,0.1284,0.003932,0.9194,0.905,0.2869,0.001612,2.733,0.7441,3.198,0.3952,3.689,0.8391,1.603,0.4283,3.556,0.02937,-1.247,0.702,-0.9992,0.002786,3.545,0.01772,2.942,,,0.7184,0.2458,6.10E-08,2.707,0.05394,0.4455,0.4049,0.2575,0.522,0.1982,0.08261,0.3575,0.03656,0.3632,0.5255,0.1617,0.8068,-0.07436,0.9299,-0.04059,0.9964,0.003527,0.948,0.03151,0.1329,0.2406,0.521,0.1688,0.9309,0.008529,0.233,-0.06144,0.9084,-0.5161,0.2239,-1.37,0.6504,0.1168,0.355,-0.06435
696,Fam213a,"family with sequence similarity 213, member A",21,,,0.4967,-0.6132,0.9992,0.1576,0.4669,0.8496,0.5134,0.8855,0.9855,-0.08014,0.9991,0.2096,0.6149,-0.756,0.000007982,0.4879,0.9839,0.04669,0.9836,-0.06748,0.008381,1.399,0.00003846,2.099,0.9318,-0.2438,0.09595,1.686,0.8832,0.7059,0.3853,-1.737,0.9914,0.7319,0.5526,1.006,0.6958,0.4752,0.9955,-0.02427,0.936,0.2195,0.007563,-1.023,0.276,0.4279,0.6719,-0.235,0.0000374,1.434,0.6609,-0.2485,0.9286,0.07797,0.7156,-0.1813,0.9836,0.03435,0.02395,-0.3019,0.7162,-0.1537,0.5697,-0.1953,0.7716,-0.1531,0.7668,0.2577,0.9946,-0.003944,0.5794,-0.07622,0.8272,0.06227,0.001573,-0.2325,0.6395,-0.05557,0.8506,0.4864,0.8066,0.1997,,,0.3554,-0.09392
697,P2ry12,"purinergic receptor P2Y, G-protein coupled 12",6,Microglia,,0.3375,-0.3422,0.9992,-0.1525,0.2668,-0.3549,0.03689,-0.9577,0.7155,-0.2605,0.9991,-0.0727,0.1447,0.6244,0.000008512,-0.9626,0.9559,0.06739,3.16E-07,-2.103,0.04931,-0.6524,0.0001133,-1.062,0.04337,-1.002,0.2872,-0.5994,0.9242,-0.5591,0.4284,-1.313,0.9992,-0.1366,0.647,-0.6747,1.50E-57,-3.236,0.04188,-2.414,0.6441,0.3276,0.001883,-1.987,0.007392,-1.351,0.05668,-1.151,6.88E-12,-4.404,0.05165,-0.4305,0.3069,-0.186,0.1373,-0.2276,0.5433,-0.1416,0.1368,0.3417,0.3306,-0.3011,0.2662,-0.6467,0.8688,0.1548,0.7588,-0.2691,0.2416,0.407,0.09215,0.4143,0.218,0.7365,0.9095,-0.02813,0.000006705,-0.4187,0.8716,0.8713,0.5666,0.8903,,,0.3477,-0.3039
698,Arhgap19,Rho GTPase activating protein 19,26,Proliferation,,0.4582,0.4905,0.9992,0.06438,0.3126,-0.7617,0.8924,-0.721,0.515,1.175,0.8445,-1.777,0.9783,0.1196,0.1725,-0.1053,0.5829,0.604,0.7005,0.9414,0.0326,1.013,0.01828,0.8584,0.04337,1.938,0.458,1.111,0.9993,0.1,0.715,-0.9011,0.7239,1.752,0.9292,0.3082,0.7208,-0.3283,0.6502,0.7586,0.09783,3.825,0.004167,2.901,,,0.3012,1.221,1.15E-09,2.685,0.2167,0.435,0.2171,0.2847,0.997,0.001894,0.7939,0.1232,0.9943,-0.001826,0.3116,0.3778,0.8679,-0.06256,0.5173,0.2845,0.951,0.05615,0.5513,0.1528,0.02893,0.3903,0.03989,0.5444,0.01062,0.2596,0.7685,0.0323,0.8219,0.887,0.6693,0.7134,0.02166,0.5377,6.64E-09,0.2756
699,Grap,GRB2-related adaptor protein,3,,,0.6402,-0.2857,0.5894,-0.6006,0.2458,-0.7039,0.006613,-1.618,0.7072,-0.2976,0.9991,-0.2118,0.03735,1.109,2.25E-07,-1.083,0.409,-0.6757,0.07854,-1.652,0.005148,-1.308,0.003549,-1.208,0.03669,-2.074,0.9988,0.00181,0.9992,-0.1802,0.7777,-0.7318,0.9992,0.1542,0.7746,0.3733,0.01762,-1.197,0.4905,-0.9929,0.3151,-1.051,0.001575,-1.627,,,0.9386,-0.05474,5.41E-07,-1.504,0.6919,0.1169,0.6602,-0.1317,0.9708,-0.01398,0.9174,0.07,0.7654,-0.08755,0.768,0.0781,0.6842,0.1056,0.9013,0.05837,0.7564,0.2291,0.7469,0.06666,0.4932,-0.09949,0.9105,0.02003,0.4115,0.1295,0.9462,-0.009308,,,,,0.9074,-0.03338,0.4417,-0.04811
700,Myo1e,myosin IE,19,,,4.39E-07,1.364,3.10E-10,1.64,4.21E-20,2.597,0.008549,4.207,0.2102,2.552,0.9991,0.5065,0.1731,-1.148,1.18E-08,2.347,0.5937,0.5405,0.01322,1.524,0.02431,0.9543,9.65E-34,2.86,0.04702,2.375,0.02953,2.711,0.7441,2.431,0.3853,3.439,0.9992,0.05789,0.4283,-2.823,4.60E-09,1.852,0.1612,2.925,0.7887,0.751,0.01056,2.382,0.0008482,1.168,0.2401,0.9321,0.000004164,1.371,0.004553,0.8963,0.9691,0.01516,0.7945,0.09577,0.6452,0.1727,0.0003535,0.5934,0.1284,0.4454,0.9602,0.02364,0.6234,0.2161,0.9153,0.07863,0.5298,0.182,0.004537,0.6041,0.0147,0.5999,0.00007279,0.6307,0.6994,0.03576,0.9084,0.5102,0.5185,0.939,0.04447,0.4284,0.00004843,0.2408
701,Optn,optineurin,17,LPS-Related,,0.00006488,1.926,0.8076,0.6155,0.05251,1.253,0.06031,2.01,0.9037,0.3836,0.9596,0.9536,0.6601,-0.6729,0.1347,0.2044,0.8439,0.3349,0.033,3.347,0.04937,1.433,0.07292,0.8762,0.03645,2.205,0.6614,1.015,0.7441,1.794,0.3853,3.379,0.9513,-0.576,0.4283,3.136,0.8949,0.1467,0.6268,1.404,0.932,0.3356,0.4657,0.4966,,,0.3581,1.04,1,0,0.1025,0.6429,0.1898,0.3935,0.9764,0.01522,0.1185,0.4484,0.8623,0.03093,0.7352,-0.1533,0.2784,-0.4481,0.7254,-0.208,0.7112,-0.3203,0.7964,0.1233,0.472,0.123,0.08465,0.6095,0.3284,-0.07253,0.2109,-0.09595,0.9735,0.184,0.8371,-0.2335,0.4239,-0.3674,0.002655,-0.255
702,4930506M07Rik,RIKEN cDNA 4930506M07 gene,23,,,0.8989,-0.2222,0.1326,-0.8478,0.4394,0.4375,0.8259,-0.7535,0.4376,1.715,0.8436,-1.613,0.7619,0.8559,0.05754,0.215,0.9924,-0.02519,0.8931,0.2508,0.6312,0.4267,0.0003342,1.701,0.1208,1.507,0.8162,0.5161,0.8936,1.792,0.3952,2.907,0.8314,-0.8681,0.9109,-0.7117,0.00002895,2.179,0.3656,2.371,0.8213,0.6504,0.0003372,4.529,,,0.4284,1.289,2.32E-08,4.215,0.9929,0.006002,0.3445,0.3854,0.1014,-0.608,0.2892,-0.4803,0.9973,-0.0004855,0.3116,0.2411,0.9594,-0.02437,0.9958,0.003914,0.9676,0.03652,0.8564,0.04095,0.7906,-0.04554,0.2974,-0.468,0.002493,0.4571,0.3983,0.07291,0.9416,0.2627,0.4453,0.7687,0.2477,0.6083,0.00002274,0.4824
703,Slc46a3,"solute carrier family 46, member 3",3,,,0.2533,-0.3467,0.6006,-0.4961,0.6438,-0.2949,0.2966,-0.7738,0.8289,0.348,0.9301,-0.6242,0.6265,0.4977,0.1211,-0.289,0.9857,0.03758,0.6016,-0.5291,0.7392,0.2519,0.8007,-0.1569,0.9308,-0.1118,0.1881,-0.9816,0.9068,0.6224,0.6115,0.8573,0.9992,-0.212,0.8849,0.3403,1.12E-17,-4.032,0.03243,-2.656,0.9211,-0.1477,0.001774,-2.068,0.04646,0.6227,0.9908,0.00673,7.85E-09,-2.039,0.8202,-0.07428,0.6889,-0.08368,0.8493,0.0499,0.992,-0.004592,0.1789,0.2234,0.8602,0.05173,0.9776,0.009442,0.92,0.04005,0.9465,0.05393,0.8853,0.04018,0.2022,-0.1772,0.536,-0.08723,0.17,-0.1043,0.2108,-0.06279,0.9615,0.2979,0.5563,0.8839,0.3304,0.3566,0.04201,0.1187
704,Dram1,DNA-damage regulated autophagy modulator 1,42,,,0.01559,1.685,0.9992,-0.5036,1,0,0.448,1.216,0.994,-0.0456,0.9991,0.2734,0.5174,-0.9885,0.1134,0.1221,1,0,1,0,1,0,0.004576,1.784,0.9331,0.1349,0.9021,0.1772,0.7441,1.683,0.637,0.7727,0.9992,-0.2383,0.5284,-1.025,0.004605,2.662,0.1249,2.655,0.4773,1.074,0.000267,4.719,0.5147,0.394,0.4937,-0.9306,0.000002295,2.033,0.009967,1.231,0.03621,0.8056,0.5946,0.2445,0.2319,0.5781,0.7548,0.1287,0.97,-0.01954,0.8129,0.07847,0.8881,0.08502,0.8915,0.09715,0.8587,0.03701,0.3806,0.1667,0.2858,0.2624,0.003245,0.4136,8.04E-08,0.3951,0.9929,0.05498,0.7095,-0.3056,0.02105,0.8614,0.0006254,0.2504
705,Osbpl3,oxysterol binding protein-like 3,28,,,0.919,0.096,0.9992,0.2437,0.6526,0.3504,0.6221,1.269,0.9132,-0.5918,0.9991,0.04847,0.4046,-1.812,8.14E-07,1.198,0.8798,0.2639,0.9275,0.2398,0.955,0.07208,0.3842,0.5524,0.12,1.862,0.9214,0.227,0.7918,1.153,0.8817,0.7731,0.7535,-1.89,0.4283,-2.225,0.01185,-1.368,0.1452,-2.699,0.7129,-1.044,0.01496,1.741,,,0.2267,0.6968,8.35E-07,1.906,0.006227,0.8052,0.6161,0.1647,0.5288,0.1809,0.06694,0.4097,0.2827,0.2327,0.413,0.3301,0.6703,-0.2414,0.4464,0.3861,0.9864,0.02622,0.972,-0.05498,0.05134,0.8693,0.02333,0.899,0.5642,0.0618,0.00001315,-0.4945,0.8356,0.586,0.9856,-0.05467,0.04525,-0.9833,0.0002861,0.2313
706,Mamdc2,MAM domain containing 2,25,Neurodegeneration-Related,,1.63E-54,6.088,4.73E-07,2.392,2.15E-08,2.961,0.0001742,6.072,0.5147,1.397,0.9991,0.01797,0.003872,-4.657,2.90E-09,4.714,1,0,0.2445,2.616,1,0,0.05383,-1.782,0.6226,0.6181,0.9808,-0.06659,0.8803,1.41,0.3853,2.496,0.9782,-0.828,0.9604,-0.2403,1,#NUM!,0.988,-0.05898,0.4919,1.377,0.1129,-0.8747,,,1,0,1,0,0.00002846,3.744,0.001002,1.177,0.639,0.2444,0.01054,1.847,0.000007462,2.608,0.3149,0.2284,0.938,-0.03258,0.5766,0.2432,0.8758,0.1004,0.3079,0.2777,0.01715,0.7989,0.02021,1.328,0.2767,0.1649,0.4842,-0.0726,,,,,,,0.6963,-0.01557
707,Kif23,kinesin family member 23,26,Proliferation,,0.9316,0.1845,0.9992,0.2754,0.3565,1.004,0.7839,0.8859,0.8019,-0.856,0.9459,1.27,0.9043,-0.4717,0.7286,0.05401,1,0,1,0,0.844,-0.2131,0.5084,-0.3765,0.2496,1.509,0.5436,1.566,0.9287,0.5279,0.3952,-1.756,0.998,0.4029,0.5526,-1.732,0.000133,3.086,0.7623,0.6202,0.000001279,5.954,0.002941,3.633,0.01029,-1.515,0.6906,0.3841,7.08E-07,3.739,0.1634,0.3901,0.1757,0.5475,0.3954,0.2164,0.3359,0.2801,0.6418,0.1547,0.6797,0.1114,0.3804,0.3105,0.8636,0.0912,0.9653,-0.03673,0.6603,-0.08559,0.2521,-0.1708,0.1317,-0.2513,0.2469,-0.1827,0.7494,0.0387,,,,,0.4708,0.0882,0.5106,-0.02285
708,Lancl2,LanC (bacterial lantibiotic synthetase component C)-like 2,21,,,0.8473,0.3041,0.9992,0.06534,0.3666,0.9867,0.09993,2.039,0.9374,0.5178,0.9991,-0.4968,0.1783,-2.018,0.00001398,0.7795,1,0,0.4615,2.029,0.203,1.168,0.8022,0.2799,0.08259,1.49,0.09248,1.169,0.8973,1.845,0.5133,1.914,0.8905,-0.7501,0.7171,-1.115,0.1173,1.419,0.5894,0.536,0.02423,2.184,0.009263,1.711,0.04786,-0.8049,0.8118,-0.358,0.000001592,2.181,0.5046,0.2334,0.3195,0.3081,0.7048,-0.1454,0.9192,0.05026,0.7643,-0.04877,0.1445,-0.6774,0.3275,-0.4862,0.9393,0.05927,0.7597,-0.2012,0.8041,0.09648,0.6486,-0.07951,0.4681,-0.2775,0.00001701,-0.3591,1.96E-14,-0.6461,,,,,0.05064,-0.6831,0.00005106,-0.24
709,Antxr2,anthrax toxin receptor 2,11,,,0.4078,0.7466,0.9992,0.4054,0.6048,-0.5548,0.02409,2.4,0.996,-0.05726,0.9991,1,0.5053,-1.456,0.0001045,1.124,1,0,0.8694,0.5538,0.754,0.4005,0.9445,-0.08812,0.9151,0.351,0.9346,0.1858,0.977,0.3554,0.6892,0.6533,0.7239,1.901,0.7968,1.066,0.001082,2.334,0.8118,-1.068,0.9575,0.167,0.002234,3.488,0.3751,0.4333,0.3273,1.097,4.87E-08,2.744,0.108,0.4815,0.08058,0.3775,0.996,-0.004057,0.6257,0.3077,0.252,0.4724,0.436,0.3338,0.9252,-0.05297,0.2234,0.6485,0.6841,0.2843,0.612,0.2801,0.003856,0.8545,0.01489,0.6833,0.00001211,0.5404,5.86E-08,0.4941,0.5455,1.561,0.2542,1.854,,,3.82E-07,0.57
710,Sulf2,sulfatase 2,25,Neurodegeneration-Related,,0.00003731,1.168,0.4649,0.7053,0.02022,1.115,0.1229,2.152,0.4835,1.455,0.8168,-2.022,0.006962,-2.719,0.00004345,1.729,0.9078,0.1757,0.0004383,2.785,0.03658,1.136,0.001125,1.557,0.0315,2.415,0.9425,-0.268,0.7441,3.35,0.7197,1.525,0.7239,1.956,0.744,0.629,0.5239,-0.4415,0.9865,-0.06578,0.8038,0.7,0.0338,1.375,0.4218,0.2869,0.1542,1.124,5.53E-09,2.669,0.003708,0.7965,0.1625,0.4196,0.9452,0.02753,0.03883,0.5379,0.2827,0.2519,0.3454,0.2625,0.3978,-0.2413,0.8165,0.1343,0.9681,0.0342,0.1308,0.3656,0.0005016,0.9692,0.002801,1.672,0.3468,0.1053,0.00006051,-0.4489,0.8506,0.639,0.728,0.677,,,0.003125,-0.2326
711,Cyp4f18,"cytochrome P450, family 4, subfamily f, polypeptide 18",26,Proliferation,,0.6693,0.6002,0.9992,-0.09047,0.8599,0.2626,0.7781,0.6715,0.1159,1.741,0.9991,-0.5294,0.7655,0.54,0.06777,0.6266,1,0,0.5917,1.506,1,0,0.6461,0.5175,0.8919,0.2468,0.0292,3.655,0.9735,-0.8874,0.3854,-1.648,0.768,-1.39,0.5135,-1.447,0.1208,1.378,0.7142,1.345,0.00008715,5.861,0.000267,6.534,0.3242,-0.494,0.7721,0.5054,4.49E-09,2.827,0.003945,1.118,0.0002622,1.292,0.00545,1.318,0.001376,1.28,0.2254,0.7721,0.5649,0.1591,0.8599,-0.06206,0.9848,-0.008918,0.891,0.1067,0.3062,0.2047,0.2669,0.1906,0.9075,0.02968,0.06641,-0.4712,0.1643,0.1297,,,,,0.4349,0.1554,0.9268,0.006323
