Gene name,Average UMI per cell (homeostatic microglia),Fold-change (DAM to homeostatic microglia),-log10(DAM) p-value (Mann-Whitney),DAM FDR p-value
Timm10,0.055,-0.585649,0.16164,0.275496
Timm13,0.06,1.407464,3.496836,2.707603
Timm17a,0.055294,-0.230774,0.373258,0.364733
Timm17b,0.046176,-1.003227,0.639913,0.506487
Timm8b,0.061176,0.435303,0.341103,0.353783
Timm9,0.019706,1.273668,2.506145,1.851119
Timp2,1.250294,1.104524,15.735754,14.224181
Tipin,0.035294,-1.489966,0.03512,0.221386
Tiprl,0.105882,0.134525,0.318861,0.34618
Tjp1,0.299412,-1.802008,4.538857,3.624908
Tjp2,0.079118,-1.308763,0.037926,0.222276
Tk2,0.108824,-0.780556,0.795203,0.589576
Tkt,0.131176,0.042289,0.360582,0.357785
Tlcd2,0.017353,0.375584,0.132036,0.26263
Tle3,0.2,-1.796069,3.177287,2.428899
Tle4,0.127647,-0.201669,0.680117,0.527655
Tlk1,0.137353,0.222071,0.184938,0.280864
Tln1,0.652059,-0.378549,0.362269,0.358924
Tln2,0.140882,0.194867,1.088038,0.778594
Tlr1,0.127353,-0.568709,0.334161,0.352507
Tlr12,0.018235,0.125693,0.828845,0.609384
Tlr13,0.275882,-0.666443,1.15827,0.832333
Tlr2,0.25,0.92401,3.460201,2.677609
Tlr3,0.182353,-1.573798,1.04701,0.753883
Tlr4,0.100294,-0.813481,1.224515,0.876375
Tlr7,0.528529,-0.270329,1.421728,1.007771
Tm2d1,0.058529,-0.500882,0.170377,0.275105
Tm2d2,0.199706,-0.39043,0.28614,0.330084
Tm2d3,0.072647,0.043466,0.081441,0.23948
Tm6sf1,0.402059,-1.829948,7.446771,6.326736
Tm7sf3,0.108824,0.101481,0.120533,0.257281
Tm9sf2,0.362941,-0.31046,0.540442,0.455103
Tm9sf3,0.552059,-0.144405,0.002363,0.209501
Tmbim1,0.077941,1.195741,2.820291,2.11644
Tmbim4,0.208824,0.56974,1.487064,1.054378
Tmbim6,2.091176,-0.433265,2.120165,1.529411
Tmc6,0.099706,0.063445,1.23027,0.878235
Tmcc1,0.049412,-1.653465,1.358973,0.965668
Tmcc2,0.019706,0.743153,1.80817,1.285873
Tmcc3,0.390882,0.079718,0.096028,0.246522
Tmco1,0.421471,-0.518434,1.096856,0.785857
Tmco3,0.050294,0.889843,0.767946,0.573519
Tmed10,0.734412,-0.166306,0.029728,0.220361
Tmed2,0.226471,0.079298,0.661328,0.518186
Tmed3,0.265294,0.885343,6.762579,5.695127
Tmed4,0.099118,-0.088909,0.459622,0.410812
Tmed5,0.572353,-0.501877,1.336778,0.952257
Tmed7,0.519706,-0.195236,0.134409,0.263713
Tmed9,0.346471,-0.60529,0.851142,0.624779
Tmem100,0.255588,-1.361395,3.26212,2.503251
Tmem101,0.052059,0.612284,1.495481,1.060433
Tmem104,0.170294,-0.126289,0.241184,0.311988
Tmem106a,0.037647,1.215666,1.829487,1.303556
Tmem106b,0.252647,-0.322095,0.025798,0.219017
Tmem106c,0.075294,-0.864257,0.048286,0.227126
Tmem109,0.210882,-0.118592,0.019705,0.21591
Tmem11,0.062941,-0.466561,0.209369,0.293095
Tmem110,0.100588,-2.415965,1.740173,1.238031
Tmem111,0.241765,-0.784943,0.242052,0.312487
Tmem115,0.135882,-1.186897,0.343098,0.351854
Tmem119,4.458824,-2.456107,58.756254,56.109019
Tmem123,0.147353,0.677077,1.422423,1.007901
Tmem126a,0.071176,-0.414476,0.008756,0.211895
Tmem127,0.148529,-0.114754,0.531789,0.451841
Tmem129,0.06,-1.140024,0.132459,0.26265
Tmem131,0.109118,-0.179751,0.179179,0.277192
Tmem134,0.102647,-0.180493,0.170586,0.275057
Tmem135,0.307059,-1.179136,2.648548,1.96405
Tmem140,0.111765,-0.81903,1.29386,0.92232
Tmem141,0.093824,-0.704091,0.189107,0.281356
Tmem147,0.093824,0.79532,1.360771,0.966928
Tmem149,0.013824,-0.552702,0.068217,0.235525
Tmem14c,0.247941,0.27748,1.5543,1.100807
Tmem154,0.003529,4.954359,3.278967,2.518222
Tmem159,0.053235,0.626737,1.502564,1.065736
Tmem160,0.165,0.322157,0.402584,0.380318
Tmem161a,0.046176,-0.140731,0.127584,0.260746
Tmem164,0.038529,-0.247265,0.269871,0.321992
Tmem165,0.129706,-0.280247,0.186922,0.281451
Tmem167,0.13,-0.312084,0.094817,0.245772
Tmem167b,0.050588,-2.00934,1.260737,0.900556
Tmem168,0.102059,-0.77394,0.385158,0.370604
Tmem169,0,NaN,NaN,NaN
Tmem170b,0.211765,-1.827001,3.384092,2.611918
Tmem173,0.916765,-1.616633,12.598326,11.224735
Tmem175,0.108824,0.048773,0.774721,0.578248
Tmem176a,0.680294,0.351641,1.436048,1.016413
Tmem176b,1.451471,-0.18539,0.521445,0.446435
Tmem179b,0.175,-0.551894,0.07864,0.237886
Tmem18,0.041765,1.116843,0.248859,0.315953
Tmem183a,0.058235,-0.139183,0.174019,0.275833
Tmem184b,0.15,0.548415,1.745122,1.241595
Tmem185b,0.105588,-0.748987,0.226276,0.30286
Tmem188,0.131765,-0.540765,0.115617,0.25529
Tmem189,0.118824,0.817607,3.677555,2.866362
Tmem19,0.08,-0.448146,0.451754,0.406699
Tmem192,0.056176,-0.723099,0.115232,0.255063
Tmem199,0.091471,-0.925247,0.951734,0.682694
Tmem2,0.02,-1.555061,0.413615,0.385357
Tmem206,0.168235,0.04713,0.326968,0.349875
Tmem208,0.110882,0.156184,1.647181,1.167262
Tmem209,0.067647,-1.804075,0.983739,0.707366
Tmem214,0.113824,0.195774,0.348836,0.353525
Tmem219,0.132353,-0.080952,0.618203,0.493267
Tmem222,0.093529,-0.158993,0.322934,0.348002
Tmem29,0.011471,-0.753,0.187452,0.28093
Tmem30a,0.552059,-0.174972,0.001602,0.20928
Tmem33,0.322647,-0.959047,1.290715,0.920707
Tmem37,0.271176,-0.641621,0.505029,0.435668
Tmem39a,0.067353,-0.597851,0.131054,0.262372
Tmem39b,0.034412,-0.394546,0.032607,0.220569
Tmem43,0.074706,0.618064,0.242644,0.312894
Tmem44,0.065588,-3.161583,2.004905,1.437654
Tmem5,0.129412,-1.425836,0.498752,0.432441
Tmem50a,1.16,-0.030002,0.02792,0.219813
Tmem50b,0.200588,0.426763,1.078354,0.771342
Tmem52,0.105588,-0.90099,1.477867,1.048408
Tmem55a,0.056765,-0.95314,0.10105,0.247992
Tmem55b,0.358235,-0.785341,0.618181,0.49339
Tmem59,0.803235,-0.068537,0.421358,0.389371
Tmem60,0.077353,-0.780692,0.14809,0.271625
Tmem63a,0.266176,-0.601795,0.457445,0.40985
Tmem64,0.204706,-1.344195,1.858141,1.325219
Tmem65,0.059118,0.824767,0.037347,0.221981
Tmem66,0.693235,0.02797,0.134802,0.263944
Tmem67,0.006176,-0.39043,0.338833,0.353936
Tmem68,0.086471,-1.138892,0.515232,0.442542
Tmem8,0.001176,3.475818,0.256742,0.317171
Tmem80,0.021471,-1.657423,0.493825,0.430418
Tmem86a,0.777353,-0.471256,2.298699,1.67357
Tmem87a,0.041471,-1.915272,0.959476,0.688818
Tmem87b,0.104706,-1.321843,1.124903,0.807178
Tmem8c,0.040294,NaN,1.772435,1.261215
Tmem93,0.106471,0.139471,0.352602,0.354809
Tmem97,0.049118,-0.551742,0.752124,0.564281
Tmem9b,0.200882,-0.501631,0.201961,0.288725
Tmf1,0.102353,0.259383,0.017552,0.214931
Tmod1,0.027941,0.411854,0.141682,0.268233
Tmod3,0.122941,-0.535547,0.480971,0.424552
Tmpo,0.163824,-2.099747,2.237362,1.624443
Tmsb4x,11.087647,0.138671,1.899576,1.358418
Tmub2,0.128824,-0.483393,0.114663,0.254731
Tmx1,0.198529,-0.798597,0.143275,0.268932
Tmx3,0.269706,-0.147729,0.174829,0.27561
Tmx4,0.265,-1.088603,0.491282,0.429883
Tnfaip1,0.158529,-0.384198,0.440443,0.400185
Tnfaip3,0.041765,1.396461,1.391037,0.988216
Tnfaip8,0.213529,-1.117275,1.582571,1.120972
Tnfaip8l2,0.613529,-1.225895,3.483101,2.696536
Tnfrsf11a,0.351471,-1.783502,3.445884,2.665264
Tnfrsf12a,0,NaN,2.125223,1.531919
Tnfrsf13b,0.184706,-0.847949,0.944852,0.679633
Tnfrsf17,0.065294,-1.347744,0.507993,0.437611
Tnfrsf1a,0.555294,-0.80989,0.846661,0.622307
Tnfrsf1b,0.507647,-1.594825,5.832865,4.83127
Tnfrsf21,0.551176,-0.258583,0.229143,0.304815
Tnfrsf22,0.013824,-0.722627,0.168523,0.275041
Tnfrsf23,0.020882,-1.995857,0.418503,0.387801
Tnfsf10,0.029118,-0.939414,0.441794,0.40094
Tnip1,0.042941,-0.380583,0.389806,0.373224
Tnip2,0.035294,0.611572,2.1764,1.574488
Tnks2,0.220588,-0.187403,0.574466,0.471849
Tnnt1,0.013529,-1.521675,0.165535,0.276033
Tnpo1,0.166176,-1.623644,2.401293,1.761711
Tnpo2,0.073235,-0.718649,0.21658,0.297518
Tnpo3,0.113529,-0.662463,0.256103,0.316816
Tnrc18,0.037647,-0.882636,0.253234,0.316492
Tnrc6a,0.146471,-0.139355,0.070298,0.235233
Tnrc6b,0.326176,-1.890764,3.772105,2.944413
Tnrc6c,0.063529,-1.496661,1.32157,0.942548
Tns1,0.085294,-0.168038,0.020219,0.216285
Tns3,0.205882,0.460236,1.337305,0.95252
Tob2,0.173235,-1.995122,4.569519,3.651989
Tollip,0.059118,0.484691,0.254146,0.316463
Tom1l1,0.137059,-0.710296,0.186657,0.281535
Tomm22,0.164412,-1.00934,0.561987,0.467014
Tomm5,0.041471,-0.424946,0.302205,0.337616
Tomm7,0.130294,0.914243,4.321404,3.434256
Top1,0.325588,-0.905438,0.545623,0.458028
Top2a,0.017353,0.341636,0.93258,0.674904
Top2b,0.142059,-0.789297,0.606294,0.487833
Top3a,0.034118,0.277762,0.092771,0.244646
Topors,0.137647,-0.799998,0.639454,0.506323
Tor1aip1,0.458235,-0.316137,0.526112,0.4489
Tor1aip2,0.140588,0.03962,0.57369,0.471624
Tor1b,0.175,0.033069,0.15625,0.274765
Tor2a,0.122353,-0.592353,0.907202,0.661175
Tor3a,0.174706,-0.172904,0.03816,0.222439
Tox4,0.198235,-0.288518,0.013547,0.213473
Tpcn1,0.179118,-0.591788,0.630029,0.500429
Tpd52,0.124118,1.686402,9.801211,8.567089
Tpi1,0.094412,1.456817,7.061245,5.966272
Tpm3,0.786765,-0.977822,4.210687,3.335936
Tpm3-rs7,0.305294,-0.469952,1.539426,1.089011
Tpm4,0.089706,-0.063151,2.346006,1.713478
Tpp1,0.706176,0.437803,2.685441,1.996716
Tpp2,0.147941,-0.400985,0.041677,0.223603
Tppp,0.121176,-4.269576,4.224647,3.347445
Tpr,0.157353,0.64815,0.125283,0.259563
Tprgl,0.162941,0.390645,1.065805,0.764488
Tprkb,0.062941,-0.370346,0.18003,0.277696
Tprn,0.01,1.102051,0.459328,0.410883
Tpst2,0.447059,-1.650431,6.809955,5.736107
Tpt1,0.378529,0.960572,7.29464,6.181713
Tra2a,0.111765,-0.037454,0.036791,0.221994
Tra2b,0.222353,-0.440261,0.744431,0.559427
Trabd,0.020882,-0.108332,0.283169,0.328585
Tradd,0.015882,-0.11557,0.495007,0.430844
Traf3,0.05,-1.085576,0.730102,0.553178
Traf3ip3,0.115294,-1.212892,1.57037,1.111594
Traf7,0.072353,-1.179815,1.021763,0.735836
Trafd1,0.152941,-0.496919,0.445435,0.402426
Tram1,0.637059,-0.061503,0.202164,0.288661
Trappc1,0.090882,-0.996557,0.477959,0.4229
Trappc10,0.068824,-0.337963,0.091066,0.243707
Trappc2,0.037059,-0.560355,0.470179,0.417582
Trappc2l,0.065882,0.15389,0.613472,0.492001
Trappc3,0.052647,-0.112695,0.137284,0.265052
Trappc4,0.065294,0.275951,0.507796,0.437542
Trappc5,0.082059,-1.292159,0.851175,0.624628
Trappc6b,0.101471,-0.998578,0.587433,0.477317
Trappc8,0.08,-0.474141,0.187964,0.280915
Trdmt1,0.031471,NaN,1.184884,0.850343
Trem2,2.481471,1.22707,29.377757,27.332581
Trf,2.852353,0.186078,0.87267,0.638361
Triap1,0.117059,-0.685721,0.151798,0.272624
Trib1,0.127941,-2.260484,2.05384,1.475202
Trim11,0.060882,-2.539597,1.033274,0.742701
Trim2,0.050294,-0.58589,0.728114,0.552007
Trim24,0.049706,0.074939,0.996693,0.717021
Trim25,0.052941,0.305893,0.031906,0.220502
Trim26,0.139118,-0.94521,1.231308,0.878538
Trim27,0.087941,0.185389,0.80034,0.592438
Trim28,0.192059,0.208943,0.014076,0.213522
Trim3,0.034706,-1.658364,0.714541,0.544426
Trim30a,0.285588,-0.343173,0.089389,0.243557
Trim30d,0.162941,-1.773985,1.81994,1.29583
Trim32,0.019706,2.166752,2.926798,2.206705
Trim33,0.068235,-0.411309,0.233007,0.306849
Trim35,0.128824,-1.00031,1.224949,0.876567
Trim37,0.026765,-1.675833,0.163653,0.275834
Trim41,0.08,0.716043,0.393763,0.374802
Trim44,0.13,-0.283515,0.33516,0.353193
Trim47,0.085,-0.003114,1.266114,0.904686
Trim5,0.024412,-0.413794,0.259974,0.318507
Trim56,0.078529,-0.853694,1.746493,1.242273
Trim59,0,NaN,2.125219,1.532767
Trim8,0.380294,-1.169154,4.492551,3.5848
Trio,0.178529,-1.056039,1.091751,0.780975
Triobp,0.031471,0.134889,0.018109,0.215143
Trip11,0.082353,-0.414678,0.307597,0.340394
Trip12,0.204706,-0.396662,0.708166,0.544439
Trip4,0.064118,-1.848759,0.261959,0.319446
Trmt1,0.059412,-0.578322,0.395401,0.375645
Trmt2a,0.093235,-0.084059,0.078192,0.237965
Trmt2b,0.017647,0.597497,0.031078,0.220588
Trmt6,0.069412,0.549232,0.067323,0.235296
Trnt1,0.065882,-3.068502,1.836896,1.309502
Trove2,0.027059,0.800253,0.733064,0.55516
Trp53,0.078824,-0.115186,0.072179,0.235848
Trp53bp1,0.061176,-2.061123,1.8918,1.352151
Trp53bp2,0.055,-0.339893,0.263285,0.3202
Trp53i11,0.046765,-2.232993,1.720906,1.221862
Trp53i13,0.039412,-0.30339,0.16685,0.275151
Trp53inp1,0.069118,-0.815736,0.118427,0.256442
Trp53inp2,0.021471,0.342577,1.267926,0.906248
Trpc4ap,0.264412,-0.202138,0.050009,0.227767
Trpm7,0.115294,-0.705932,0.253037,0.316577
Trps1,0.016471,-1.274953,0.574574,0.47182
Trpv2,0.101176,-0.193423,0.005755,0.210999
Trrap,0.056471,-0.183145,0.549859,0.459864
Tsc2,0.043529,0.517327,0.09143,0.243994
Tsc22d2,0.104706,-0.736881,0.371399,0.363872
Tsc22d3,0.365882,-1.812184,6.187264,5.163278
Tsc22d4,0.564706,-0.8199,3.16995,2.423991
Tsen15,0.05,-2.117997,0.078327,0.237874
Tsen2,0.003235,1.07297,0.579525,0.474007
Tsen34,0.101765,-1.373847,0.27166,0.323008
Tsfm,0.025882,0.34981,0.470104,0.417629
Tsg101,0.155294,0.31113,0.262869,0.320165
Tsga10,0.036176,0.264487,0.097094,0.246664
Tshz1,0.086765,-0.772696,0.669847,0.522298
Tsn,0.364706,-1.224994,0.688207,0.532022
Tsnax,0.068235,-0.193129,0.331965,0.351767
Tspan13,0.310294,-1.092124,2.085758,1.502564
Tspan14,0.460882,-1.359763,4.109605,3.244524
Tspan3,0.347353,-0.332172,0.477448,0.422883
Tspan31,0.226176,0.029757,0.065127,0.234942
Tspan33,0.086765,-0.502244,0.543841,0.456778
Tspan4,0.414412,-0.805127,0.817234,0.603323
Tspan7,0.436471,-0.059457,0.174787,0.275654
Tspan9,0.078824,-2.426772,0.929669,0.674152
Tspo,0.036176,2.526072,8.319432,7.178852
Tspyl1,0.100294,0.097814,0.081475,0.239438
Tspyl3,0.026471,-1.074928,0.793555,0.58845
Tsr1,0.060294,-0.106051,0.16685,0.275235
Tsr2,0.03,-0.670538,0.039981,0.223192
Tssc4,0.029118,1.060586,0.709947,0.545108
Tsta3,0.018529,1.725047,1.399508,0.992544
Ttbk2,0.035588,-0.563339,0.12627,0.259911
Ttc1,0.08,-0.126218,0.154553,0.274473
Ttc13,0.132059,-0.569219,0.201682,0.288535
Ttc14,0.058529,-0.312809,0.637337,0.505092
Ttc15,0.105294,-1.066891,0.007791,0.21161
Ttc17,0.029706,0.383204,0.02161,0.217192
Ttc28,0.428529,-0.685301,1.379124,0.978222
Ttc3,0.127941,-0.074928,0.081073,0.23949
Ttc32,0.037647,-0.285395,0.51621,0.443006
Ttc33,0.084706,-1.694107,0.042237,0.223804
Ttc35,0.113824,-0.248528,0.4343,0.396659
Ttc37,0.025882,-0.720579,0.156151,0.274832
Ttc38,0.004412,1.384503,0.254677,0.316523
Ttc39b,0.080294,-1.306599,0.329161,0.350829
Ttc4,0.065882,-0.436234,1.283668,0.916454
Ttc7,0.150882,-1.904066,3.290608,2.527349
Ttc8,0.010882,-0.792529,0.026413,0.219214
Ttc9,0.017941,-0.054381,0.047562,0.226761
Ttc9c,0.075294,-0.018291,0.427309,0.39274
Ttf1,0.018529,2.297626,2.262751,1.644899
Ttf2,0.019412,1.515488,0.292917,0.331622
Tti1,0.076471,-0.868478,0.139811,0.266687
Ttll12,0.016471,-1.653465,0.540622,0.455018
Ttll3,0.583529,-0.489239,1.435644,1.016295
Ttr,0.138824,2.889633,9.91734,8.67759
Ttyh3,0.335294,-1.328503,4.168511,3.297815
Tuba1a,0.335882,-2.196102,5.175363,4.209369
Tuba1b,0.644706,-0.534751,1.174915,0.843882
Tuba1c,0.031765,1.699126,2.845317,2.137046
Tubb2a,0.240294,-0.712947,0.444449,0.4018
Tubb2c,0.039706,0.613128,0.85447,0.626823
Tubb5,0.276176,0.185799,0.320706,0.346901
Tubgcp2,0.043529,-1.290028,1.212093,0.869252
Tubgcp4,0.014412,-0.39043,0.161441,0.275716
Tubgcp5,0.275588,-1.318844,1.740672,1.238184
Tug1,0.062647,-0.332892,0.037614,0.222106
Tulp4,0.065,0.213985,0.306187,0.339791
Tusc2,0.03,1.349361,1.224368,0.87647
Tusc3,0.077059,0.266145,0.189034,0.281371
Tut1,0.050294,-4.58589,0.792421,0.588536
Twf1,0.090882,-0.496986,0.561248,0.466816
Twf2,0.322647,-0.712797,1.990689,1.428228
Twistnb,0.106471,-0.725369,0.318802,0.346224
Txlna,0.097941,0.045041,0.133277,0.263065
Txn1,0.164412,0.771347,3.094088,2.354741
Txn2,0.098235,-0.238859,0.713137,0.543987
Txndc11,0.105882,-1.705695,1.78615,1.268533
Txndc12,0.215588,-0.871926,0.88596,0.644886
Txndc15,0.274706,-1.253957,1.859445,1.325781
Txndc16,0.055294,0.949799,1.830752,1.304456
Txndc17,0.091765,0.947439,2.803572,2.103552
Txndc9,0.074412,-0.643237,0.147571,0.271269
Txnip,1.196471,-1.592088,15.631707,14.127139
Txnl1,0.147941,-0.484241,0.07386,0.236259
Txnrd2,0.1,-1.02284,0.007839,0.21159
Tyrobp,3.335,1.60888,51.473836,49.048449
Tyw1,0.045,-0.901864,0.613756,0.491997
U2af2,0.144118,-0.278127,0.717384,0.545335
U4atac,0.547941,-1.246815,3.822433,2.99107
U6atac,0.177353,-1.703612,2.472881,1.823711
Uap1,0.093235,0.21711,0.829038,0.609397
Uap1l1,0.086471,-0.844148,0.922113,0.669524
Uba1,0.254118,-0.788499,0.177444,0.276756
Uba2,0.132941,-1.034021,0.643534,0.508034
Uba3,0.042941,-0.743153,0.505792,0.435921
Uba6,0.010588,1.890856,0.053701,0.229359
Uba7,0.073824,-0.835801,0.730735,0.553485
Ubac1,0.047941,-0.287947,1.103082,0.790077
Ubac2,0.086765,0.174285,0.097577,0.246839
Ubap1,0.107941,-0.568733,0.113012,0.253867
Ubap2l,0.217353,-0.000501,0.195452,0.284613
Ubash3b,0.429118,-0.508877,1.211184,0.868822
Ubb,1.097647,-0.031659,0.064285,0.234908
Ubc,1.035588,-1.176668,7.428921,6.310317
Ube2a,0.101765,-0.364261,0.20559,0.290838
Ube2b,0.243235,0.035036,0.483171,0.425885
Ube2d2,0.175,0.05816,1.400946,0.993427
Ube2d3,0.265588,0.308001,1.337353,0.952305
Ube2e1,0.101765,0.746062,0.945007,0.679187
Ube2e3,0.108529,-1.02309,1.019508,0.73421
Ube2f,0.098235,-0.981887,0.325828,0.349457
Ube2g1,0.082059,0.215635,0.574822,0.471517
Ube2g2,0.118529,-1.537272,1.548535,1.095659
Ube2h,0.247353,-0.856094,1.076191,0.7705
Ube2j1,0.254412,-0.295238,0.511003,0.439596
Ube2k,0.213529,-0.584401,0.094131,0.245393
Ube2l3,0.217353,-0.12004,0.861936,0.631341
Ube2m,0.09,0.189284,0.682308,0.528608
Ube2q1,0.161765,0.321131,0.759921,0.56922
Ube2r2,0.17,0.690459,1.179067,0.846635
Ube2z,0.105,-0.307968,0.065631,0.234858
Ube3a,0.166471,-0.436179,0.331148,0.351469
Ube3b,0.040882,0.667217,1.558499,1.104079
Ube4b,0.09,0.493438,0.122912,0.258388
Ubfd1,0.044706,-1.661078,1.707318,1.211351
Ubiad1,0.038529,-1.879533,0.531235,0.451679
Ubl3,0.530882,-0.062494,0.084921,0.241067
Ubl4,0.035294,0.384503,0.07666,0.237109
Ubl5,0.178824,0.855498,6.203161,5.176871
Ublcp1,0.039706,-1.290657,0.670263,0.522409
Ubn1,0.201765,-0.769924,0.079395,0.238264
Ubn2,0.164118,-0.89128,0.463894,0.413378
Ubp1,0.054412,0.613464,0.076891,0.237265
Ubqln1,0.228529,-0.33518,0.866678,0.634787
Ubqln2,0.082059,0.77393,1.243061,0.887096
Ubr1,0.090882,-0.081949,0.038921,0.222773
Ubr2,0.155294,-0.348246,0.37818,0.366763
Ubr3,0.105588,-0.188272,0.276321,0.325733
Ubr4,0.110294,-0.317905,0.120107,0.257092
Ubr5,0.131176,-0.892122,0.489743,0.42897
Ubr7,0.066176,-0.187403,0.247344,0.315554
Ubtf,0.111176,-0.4265,0.629274,0.50026
Ubxn1,0.192353,0.203329,2.344982,1.71292
Ubxn4,0.254706,-0.201747,1.27216,0.908728
Ubxn6,0.085294,-0.540592,0.136257,0.264429
Ubxn7,0.055294,-0.815736,0.333359,0.352225
Ubxn8,0.061176,0.131522,0.064691,0.235167
Uchl5,0.085,-0.535609,0.076369,0.237119
Uckl1,0.021176,1.137771,1.013734,0.729902
Ucp2,0.549706,0.401663,3.172807,2.426242
Ufc1,0.105588,0.257011,0.126281,0.259843
Ufd1l,0.08,-0.747706,0.176077,0.27608
Ufsp2,0.105,-0.399891,0.160534,0.27531
Ugcg,0.110294,-0.764588,1.314603,0.937658
Uggt1,0.061176,-0.268565,0.717146,0.545259
Ugp2,0.130882,-0.795774,0.060792,0.233247
Ugt1a1,0.245588,-0.02818,0.021425,0.217146
Uhmk1,0.123824,-0.370014,0.747751,0.561414
Uhrf1bp1,0.03,0.159537,0.956508,0.68666
Uhrf2,0.065294,-0.194269,0.580325,0.473697
Ulk1,0.059412,-1.504321,0.355045,0.355953
Ulk2,0.357353,-0.626876,0.047569,0.226696
Umodl1,0.019412,-0.68887,0.161327,0.275685
Umps,0.080294,-1.09087,0.23457,0.307953
Unc13b,0.022941,-1.753,0.066814,0.235304
Unc13d,0.041176,-1.773759,0.346925,0.352366
Unc45a,0.02,-0.34861,0.149218,0.271688
Unc50,0.17,-0.548548,0.935481,0.676228
Unc5a,0,NaN,0.73654,0.556666
Unc93b1,1.252941,-0.502722,2.952784,2.228677
Unk,0.073824,-0.782029,0.083432,0.240336
Upf1,0.103235,-0.423693,0.204419,0.290202
Upf2,0.060882,0.469392,0.235013,0.308212
Upf3b,0.059706,-0.811006,0.145,0.269842
Upk1b,0.248824,-1.408736,3.824954,2.992853
Upp2,0.017647,2.084943,2.89733,2.181213
Uqcr10,0.115882,0.787339,4.746774,3.813682
Uqcr11,0.111176,0.801101,3.640853,2.835254
Uqcrb,0.138824,0.379772,0.399302,0.378065
Uqcrc2,0.192941,-0.168038,0.369108,0.362574
Uqcrfs1,0.137353,0.154508,0.281106,0.327988
Uqcrh,0.230882,1.09193,7.565538,6.444067
Uqcrq,0.173235,0.192081,3.520509,2.727916
Urm1,0.022647,0.714923,1.301646,0.928311
Uros,0.023235,-0.613838,0.372314,0.364344
Use1,0.097059,0.900268,2.963496,2.237658
Usf1,0.043235,-1.723854,1.193844,0.856948
Usf2,0.224118,0.258315,0.16987,0.275195
Uso1,0.143529,0.125226,0.600705,0.486082
Usp1,0.053529,-0.061123,0.122011,0.257725
Usp10,0.08,-0.731939,0.323525,0.348285
Usp11,0.010588,-0.878531,0.168523,0.274786
Usp12,0.062647,1.267177,3.977535,3.12964
Usp14,0.123235,-0.60272,0.088473,0.243098
Usp15,0.067059,-0.24604,0.319092,0.346207
Usp16,0.081765,0.007642,0.435034,0.397037
Usp19,0.092647,-0.145318,0.104618,0.249463
Usp2,0.658824,-1.0027,4.084287,3.22396
Usp21,0.172647,-0.370901,0.355347,0.355929
Usp22,0.173824,-1.341629,2.494748,1.840703
Usp24,0.328529,-2.447961,4.332844,3.444016
Usp25,0.160294,-0.292366,0.225211,0.302433
Usp27x,0,NaN,0.73654,0.556831
Usp30,0.058824,1.118843,1.383845,0.982122
Usp31,0.023235,-1.149891,0.167126,0.275257
Usp32,0.023235,0.718006,1.080659,0.772765
Usp33,0.062353,-0.66714,0.471105,0.418262
Usp34,0.109412,0.482628,0.7665,0.573262
Usp36,0.043529,-0.148673,0.137756,0.2652
Usp37,0.031471,-1.265649,0.167646,0.275098
Usp38,0.072647,-1.472549,0.208777,0.292772
Usp39,0.054706,-0.020696,0.056346,0.230915
Usp4,0.160294,-1.224727,1.519511,1.0773
Usp42,0.035588,-0.801499,0.548162,0.459235
Usp45,0.060588,-1.996557,0.266217,0.320837
Usp47,0.107647,0.136441,0.069825,0.235058
Usp48,0.187647,-1.172568,1.348645,0.95962
Usp5,0.031765,0.858434,1.793376,1.273965
Usp6nl,0.036765,-1.433382,0.567581,0.47003
Usp7,0.176765,-0.194688,0.114841,0.25483
Usp8,0.291765,-0.53352,0.500907,0.432947
Usp9x,0.083235,-1.335416,0.759578,0.569214
Uspl1,0.030882,-0.422852,0.244208,0.313717
Utp11l,0.146765,-2.043471,1.661518,1.177974
Utp14a,0.061471,-0.367602,0.055412,0.230417
Utp15,0.028235,-0.543547,0.342176,0.351678
Utp18,0.062353,-1.114599,0.327973,0.350365
Utp3,0.169118,-0.811894,0.71833,0.545634
Uvrag,0.095294,-0.739704,1.000648,0.720561
Vamp3,0.131176,0.478145,0.755538,0.566689
Vamp4,0.097059,-1.176808,0.362151,0.359026
Vamp5,0.046765,-0.054656,0.049245,0.227436
Vamp8,0.324118,-0.254356,0.070396,0.235182
Vangl1,0.002353,-0.583075,0.165535,0.276117
Vangl2,0.021765,1.207471,0.685817,0.530721
Vapa,0.466765,-0.920541,2.200232,1.593511
Vapb,0.062647,-1.14786,0.265259,0.320837
Vars,0.057059,0.287332,0.383441,0.36945
Vash1,0.049706,-1.524523,1.013522,0.729899
Vasp,0.369706,-1.475122,4.985406,4.031311
Vav1,0.603235,-0.773545,3.278041,2.517923
Vav2,0.164706,-1.168038,1.755426,1.249466
Vbp1,0.083235,0.17112,0.571331,0.470775
